0.129,0.1016,0.2652,0.0563,0.0742,0.1398,0.2679
0.0753,0.188,0.029,0.1771,0.0245,0.0552,0.1952
0.2151,0.2588,0.2477,0.0063,0.0899,0.2292,0.2834
0.0998,0.2301,0.0193,0.1615,0.0393,0.034,0.137
0.0152,0.1721,0.0573,0.1832,0.0244,0.2633,0.1142
0.2521,0.0289,0.2245,0.0119,0.0919,0.014,0.2492
0.1438,0.2472,0.0553,0.2562,0.0561,0.0758,0.1619
0.092,0.2166,0.1559,0.0954,0.1126,0.1701,0.099
0.1884,0.0485,0.2418,0.2392,0.2182,0.0498,0.2258
0.0186,0.0644,0.1889,0.2391,0.2023,0.0932,0.0233
0.2446,0.1138,0.1195,0.2648,0.1556,0.2435,0.04
0.274,0.1972,0.0639,0.1916,0.0799,0.0574,0.2719
0.157,0.0401,0.0337,0.1984,0.269,0.2405,0.2498
0.0091,0.1131,0.1784,0.2411,0.2399,0.0152,0.1304
0.0746,0.0645,0.2884,0.2602,0.2853,0.0338,0.2133
0.0117,0.1372,0.1906,0.008,0.2029,0.0941,0.2329
0.2034,0.1737,0.1235,0.1691,0.2915,0.0387,0.1112
0.2815,0.229,0.219,0.0758,0.0609,0.0592,0.2272
0.1974,0.0392,0.2406,0.0303,0.2746,0.1828,0.1608
0.1723,0.0808,0.2747,0.1987,0.1811,0.1896,0.0377
0.288,0.186,0.0061,0.1115,0.1978,0.0982,0.1934
